time,temp,hum,wind,power,cw_temp,chw_temp,pax,status,fan_freq,pump_freq,day_of_week
910,29,59,3.81,79769.3,33.99,7.29,1498.0,1,44.71,46.6,5
915,28,58,3.58,78580.63,33.84,7.37,1475.0,1,44.13,46.38,5
920,28,58,3.66,76947.82,33.79,7.23,1452.0,1,44.29,45.63,5
925,28,58,3.81,76248.75,33.89,7.26,1428.0,1,43.31,46.17,5
930,28,57,3.34,75365.24,33.7,7.34,1405.0,1,43.48,45.68,5
935,28,57,3.75,74138.84,33.66,7.24,1381.0,1,43.58,45.43,5
940,28,56,3.41,72617.41,33.64,7.18,1357.0,1,44.33,45.12,5
945,28,56,3.36,71744.79,33.66,7.27,1333.0,1,43.98,45.1,5
950,28,56,3.12,70645.86,33.47,7.25,1309.0,1,43.43,45.26,5
955,27,55,3.27,69384.98,33.3,7.25,1285.0,1,42.9,44.57,5
960,27,55,3.17,68416.86,33.4,7.34,1261.0,1,42.08,44.73,5
965,27,54,3.28,66847.65,33.23,7.29,1237.0,1,41.34,44.96,5
970,27,54,3.19,65386.74,33.39,7.3,1213.0,1,41.62,44.41,5
975,27,54,2.97,64443.9,33.46,7.17,1188.0,1,42.5,44.27,5
980,27,53,2.96,63258.23,33.18,7.18,1164.0,1,41.22,44.33,5
985,27,53,2.91,61821.26,33.05,7.23,1140.0,1,42.1,43.49,5
990,27,53,3.09,61058.09,33.04,7.19,1116.0,1,40.52,43.72,5
995,27,52,2.57,59453.52,32.84,7.16,1092.0,1,41.24,43.68,5
1000,27,52,3.02,58696.22,33.02,7.34,1068.0,1,41.63,43.09,5
1005,26,52,2.75,56826.44,32.93,7.26,1044.0,1,39.89,43.26,5
1010,26,51,2.73,56104.48,32.85,7.21,1020.0,1,40.03,42.3,5
1015,26,51,3.14,54870.11,32.79,7.18,996.0,1,40.55,43.25,5
1020,26,51,2.53,53442.77,32.72,7.16,973.0,1,40.02,42.37,5
1025,26,50,2.63,52673.57,32.61,7.23,950.0,1,39.63,43.43,5
1030,26,50,2.7,51320.4,32.6,7.3,927.0,1,39.17,42.61,5
1035,26,50,2.87,50247.14,32.55,7.21,904.0,1,39.22,41.84,5
1040,26,50,2.43,49147.04,32.47,7.23,881.0,1,38.01,41.95,5
1045,26,49,2.76,48449.08,32.36,7.14,859.0,1,38.35,41.8,5
1050,26,49,2.63,46568.01,32.37,7.12,836.0,1,37.95,41.55,5
1055,26,49,2.62,45612.11,32.17,7.15,814.0,1,38.46,41.44,5
1060,26,49,2.25,44484.48,32.32,7.17,793.0,1,37.78,41.23,5
1065,26,48,2.59,43470.51,32.21,7.16,771.0,1,38.75,41.35,5
1070,26,48,2.21,42886.23,32.27,7.21,750.0,1,36.76,41.51,5
1075,26,48,2.43,41635.01,32.05,7.13,729.0,1,37.28,40.97,5
1080,25,48,2.46,40445.17,32.0,7.27,709.0,1,37.39,40.52,5
1085,25,48,2.75,39032.71,31.95,7.09,688.0,1,37.73,40.09,5
1090,25,48,2.23,38376.04,31.86,7.2,668.0,1,37.17,40.27,5
1095,25,47,2.5,37143.16,31.84,7.14,649.0,1,36.57,40.56,5
1100,25,47,2.64,36168.28,31.75,7.15,629.0,1,37.3,40.67,5
1105,25,47,2.46,35707.38,31.72,7.26,611.0,1,35.87,40.31,5
1110,25,47,2.08,34657.76,31.74,7.18,592.0,1,35.69,39.71,5
1115,25,47,2.35,33654.23,31.92,7.17,574.0,1,34.52,39.89,5
1120,25,47,2.12,32727.72,31.65,7.03,556.0,1,34.34,39.32,5
1125,25,46,2.22,31752.74,31.55,7.11,538.0,1,35.01,40.03,5
1130,25,46,2.02,30884.85,31.42,7.17,521.0,1,35.71,39.88,5
1135,25,46,2.2,29966.66,31.5,7.09,504.0,1,34.62,39.1,5
1140,25,46,2.18,29141.43,31.47,7.13,487.0,1,35.4,39.36,5
1145,25,46,2.22,28704.16,31.28,7.03,471.0,1,34.39,38.92,5
1150,25,46,2.21,28010.11,31.2,7.01,455.0,1,34.68,38.94,5
1155,25,46,2.1,26729.32,31.17,7.15,440.0,1,34.26,39.06,5
1160,25,46,2.13,26159.89,31.35,7.1,425.0,1,34.93,38.82,5
1165,25,46,1.78,25259.86,31.17,7.12,410.0,1,34.07,39.44,5
1170,25,46,1.91,24785.09,31.26,7.11,395.0,1,34.15,38.34,5
1175,25,46,1.92,24230.33,31.35,6.98,381.0,1,32.71,38.49,5
1180,25,45,2.16,23727.21,31.04,7.08,368.0,1,32.64,38.05,5
1185,25,45,1.95,22967.71,31.26,7.06,354.0,1,33.85,38.28,5
1190,25,45,2.11,22437.42,31.01,7.04,341.0,1,33.14,38.1,5
1195,25,45,2.15,21349.38,31.19,7.2,328.0,1,33.16,38.97,5
1200,25,45,1.84,20502.55,31.12,7.02,316.0,1,33.64,38.02,5
1205,25,45,2.3,20211.38,30.94,7.06,304.0,1,33.25,38.21,5
1210,25,45,2.05,19562.11,30.97,7.19,292.0,1,33.74,38.09,5
1215,25,45,2.07,19072.14,31.03,7.04,281.0,1,33.83,37.86,5
1220,25,45,2.13,18726.62,30.88,7.04,270.0,1,31.83,37.72,5
1225,25,45,2.22,17810.09,30.81,7.11,260.0,1,32.78,37.93,5
1230,25,45,1.8,17342.84,30.83,7.01,249.0,1,33.12,36.27,5
1235,25,45,2.29,17028.95,30.79,7.07,239.0,1,33.17,37.38,5
1240,25,45,2.12,16476.17,30.85,7.02,229.0,1,33.05,37.24,5
1245,25,45,2.08,15790.26,30.84,6.95,220.0,1,32.16,36.6,5
1250,25,45,1.96,15596.75,30.98,7.1,211.0,1,31.27,37.16,5
1255,25,45,1.86,15348.6,30.49,7.07,202.0,1,31.89,36.98,5
1260,25,45,1.82,15013.86,30.7,7.01,194.0,1,31.39,37.53,5
1265,25,45,2.25,14395.45,30.82,7.09,185.0,1,31.44,37.06,5
1270,25,45,1.87,13757.31,30.69,7.09,177.0,1,32.64,36.72,5
1275,25,45,1.93,13512.07,30.78,7.11,170.0,1,31.58,36.9,5
1280,25,45,2.39,13113.82,30.65,7.05,162.0,1,31.8,36.59,5
1285,25,45,2.03,12592.95,30.73,7.11,155.0,1,32.02,36.94,5
1290,25,45,2.12,12548.91,30.55,7.04,148.0,1,32.08,37.05,5
1295,25,45,2.0,12064.48,30.5,7.07,142.0,1,31.07,36.65,5
1300,25,45,2.1,11914.56,30.69,7.11,135.0,1,31.81,36.8,5
1305,25,45,2.21,11303.24,30.66,7.12,129.0,1,31.73,36.72,5
1310,25,45,2.15,10837.78,30.45,7.02,123.0,1,31.3,36.91,5
1315,25,45,2.04,10807.09,30.56,7.06,117.0,1,30.1,36.42,5
1320,25,45,2.09,10698.36,30.47,7.04,112.0,1,31.44,36.87,5
1325,25,45,2.17,10535.49,30.48,7.02,106.0,1,30.55,36.74,5
1330,25,45,1.87,10184.31,30.63,7.03,101.0,1,30.65,36.62,5
1335,25,45,2.03,9943.44,30.7,7.05,97.0,0,0.0,0.0,5
1340,25,45,1.89,9920.2,30.41,6.99,92.0,0,0.0,0.0,5
1345,25,45,1.9,9404.06,30.63,6.95,87.0,0,0.0,0.0,5
1350,25,45,2.25,9013.96,30.38,7.15,83.0,0,0.0,0.0,5
1355,25,45,1.78,8893.11,30.49,7.02,79.0,0,0.0,0.0,5
1360,25,45,2.0,8927.87,30.43,6.96,75.0,0,0.0,0.0,5
1365,25,45,1.81,8255.02,30.4,7.11,71.0,0,0.0,0.0,5
1370,25,45,1.82,8708.08,30.33,7.04,68.0,0,0.0,0.0,5
1375,25,45,2.01,8254.81,30.41,7.13,64.0,0,0.0,0.0,5
1380,25,45,2.21,8392.14,30.64,7.0,61.0,0,0.0,0.0,5
1385,25,45,2.17,7390.92,30.47,7.01,58.0,0,0.0,0.0,5
1390,25,45,2.32,8110.11,30.4,7.05,55.0,0,0.0,0.0,5
1395,25,45,1.78,7752.75,30.42,7.05,52.0,0,0.0,0.0,5
1400,25,45,1.73,7401.15,30.29,7.03,49.0,0,0.0,0.0,5
1405,25,45,2.05,7475.87,30.43,7.01,46.0,0,0.0,0.0,5
1410,25,45,2.24,7191.42,30.46,7.04,44.0,0,0.0,0.0,5
1415,25,45,2.15,7058.01,30.26,6.98,41.0,0,0.0,0.0,5
1420,25,45,1.97,6959.03,30.35,7.0,39.0,0,0.0,0.0,5
1425,25,45,2.12,6834.32,30.56,6.99,37.0,0,0.0,0.0,5
1430,25,45,2.2,6818.27,30.32,6.99,35.0,0,0.0,0.0,5
1435,25,45,2.05,6707.58,30.11,6.97,33.0,0,0.0,0.0,5
0,25,45,2.18,6549.11,30.66,7.0,110.0,0,0.0,0.0,6
5,25,45,2.02,6054.03,30.28,7.08,117.0,0,0.0,0.0,6
10,25,45,1.88,6554.25,30.38,7.05,105.0,0,0.0,0.0,6
15,25,45,1.94,6856.83,30.28,7.04,118.0,0,0.0,0.0,6
20,25,45,2.44,6979.42,30.43,7.08,119.0,0,0.0,0.0,6
25,25,45,2.33,6840.16,30.19,7.15,128.0,0,0.0,0.0,6
30,25,45,1.78,7111.15,30.31,7.06,127.0,0,0.0,0.0,6
35,25,45,2.03,7436.2,30.42,7.06,148.0,0,0.0,0.0,6
40,25,45,1.95,7499.39,30.4,7.1,143.0,0,0.0,0.0,6
45,25,45,1.99,7685.85,30.38,6.93,178.0,0,0.0,0.0,6
50,25,45,1.95,8066.06,30.49,7.04,165.0,0,0.0,0.0,6
55,25,45,1.91,8082.86,30.6,7.03,207.0,0,0.0,0.0,6
60,25,45,2.35,8637.0,30.56,6.97,203.0,0,0.0,0.0,6
65,25,45,1.99,8218.32,30.44,7.02,236.0,0,0.0,0.0,6
70,25,45,1.63,8467.48,30.76,7.02,190.0,0,0.0,0.0,6
75,25,45,1.78,8973.43,30.35,7.0,220.0,0,0.0,0.0,6
80,25,45,1.93,8510.45,30.57,7.01,229.0,0,0.0,0.0,6
85,25,45,1.85,9112.2,30.39,7.11,223.0,0,0.0,0.0,6
90,25,45,1.76,9294.33,30.4,7.07,234.0,0,0.0,0.0,6
95,25,45,2.26,9550.1,30.63,7.01,263.0,0,0.0,0.0,6
100,25,45,1.95,9593.48,30.6,7.06,349.0,0,0.0,0.0,6
105,25,45,2.46,9767.52,30.61,6.95,325.0,0,0.0,0.0,6
110,25,45,2.21,9885.43,30.41,7.01,382.0,1,30.95,36.3,6
115,25,45,2.37,10489.76,30.69,7.02,332.0,1,30.99,36.94,6
120,25,45,2.48,10912.63,30.63,7.05,380.0,1,30.74,37.04,6
125,25,45,2.2,10673.44,30.6,7.07,408.0,1,31.72,37.2,6
130,25,45,2.01,11001.54,30.53,7.01,420.0,1,31.03,36.54,6
135,25,45,1.87,11407.87,30.58,7.05,431.0,1,30.46,36.7,6
140,25,45,1.84,11971.06,30.43,7.04,471.0,1,31.05,37.01,6
145,25,45,1.83,11953.29,30.82,7.09,429.0,1,31.45,36.37,6
150,25,45,2.24,12398.23,30.63,6.98,499.0,1,30.64,37.21,6
155,25,45,2.09,12895.17,30.81,7.04,530.0,1,31.53,36.4,6
160,25,45,1.87,13175.95,30.62,6.96,580.0,1,31.6,36.78,6
165,25,45,1.79,13447.12,30.75,7.1,572.0,1,31.42,36.4,6
170,25,45,2.18,13962.09,30.74,7.03,511.0,1,31.63,36.72,6
175,25,45,1.93,14317.45,30.86,7.05,654.0,1,31.4,37.48,6
180,25,45,1.93,15195.43,30.75,7.08,693.0,1,31.97,36.92,6
185,25,45,2.24,15144.05,30.99,7.07,609.0,1,32.89,36.85,6
190,25,45,1.83,15473.07,30.72,7.06,717.0,1,32.87,37.22,6
195,25,45,2.11,16104.99,30.79,7.03,751.0,1,32.18,37.25,6
200,25,45,2.02,16367.07,30.8,6.97,781.0,1,32.37,37.16,6
205,25,45,2.26,16456.93,30.55,7.01,888.0,1,32.43,37.07,6
210,25,45,2.07,17160.61,30.84,7.09,860.0,1,31.72,37.27,6
215,25,45,2.04,18251.18,31.03,7.12,963.0,1,33.52,37.37,6
220,25,45,2.41,18568.91,30.82,7.0,938.0,1,32.81,37.87,6
225,25,45,1.78,19565.37,30.99,7.09,983.0,1,32.88,37.36,6
230,25,45,2.18,20007.43,30.84,7.06,913.0,1,31.99,38.08,6
235,25,45,2.35,20441.3,31.12,7.19,942.0,1,32.35,38.07,6
240,25,45,2.0,20590.99,30.95,7.15,982.0,1,33.05,37.91,6
245,25,45,1.93,21172.99,31.16,7.18,1006.0,1,32.86,37.78,6
250,25,45,2.26,22562.54,31.42,7.06,1209.0,1,33.1,38.35,6
255,25,45,2.08,22838.95,31.17,7.11,1201.0,1,33.47,38.33,6
260,25,45,2.44,23653.41,31.35,7.13,1233.0,1,33.17,38.5,6
265,25,46,2.12,24092.23,31.19,6.99,1225.0,1,33.96,38.27,6
270,25,46,2.19,24614.89,31.13,7.07,1491.0,1,34.08,38.31,6
275,25,46,2.31,25480.27,31.24,7.13,1462.0,1,34.19,39.02,6
280,25,46,2.18,26384.97,31.39,7.05,1349.0,1,34.15,38.52,6
285,25,46,1.79,26827.97,31.49,7.02,1593.0,1,34.86,38.97,6
290,25,46,2.32,27827.46,31.3,7.19,1617.0,1,34.37,39.04,6
295,25,46,2.56,28451.97,31.43,7.16,1616.0,1,35.15,39.07,6
300,25,46,2.33,29326.19,31.35,7.08,1771.0,1,35.38,39.27,6
305,25,46,2.23,30582.48,31.5,7.12,1488.0,1,35.04,39.45,6
310,25,46,2.13,31246.05,31.63,7.11,1697.0,1,36.35,39.9,6
315,25,46,2.33,31974.48,31.76,7.06,1658.0,1,35.95,38.9,6
320,25,47,2.34,33075.6,31.59,7.18,1902.0,1,35.51,40.02,6
325,25,47,2.57,33770.04,31.6,7.12,1735.0,1,35.94,39.37,6
330,25,47,2.4,34833.4,31.66,7.08,1787.0,1,36.8,39.87,6
335,25,47,2.36,35378.97,31.76,7.15,2089.0,1,35.85,40.18,6
340,25,47,2.49,36618.33,31.88,7.11,1918.0,1,36.0,39.8,6
345,25,47,2.53,37531.14,31.87,7.12,2436.0,1,36.54,40.74,6
350,25,48,2.39,38767.88,31.88,7.17,2143.0,1,36.28,40.64,6
355,25,48,2.34,39723.76,31.89,7.18,2106.0,1,36.51,40.61,6
360,25,48,2.5,40404.83,31.98,7.14,2212.0,1,37.89,40.72,6
365,26,48,2.75,41408.59,32.18,7.11,2307.0,1,37.35,40.84,6
370,26,48,2.21,42621.41,31.99,7.26,2255.0,1,37.98,41.06,6
375,26,48,2.54,43645.55,32.09,7.15,2863.0,1,37.39,41.28,6
380,26,49,2.38,44558.96,32.14,7.2,2984.0,1,37.49,41.86,6
385,26,49,2.48,45793.68,32.37,7.21,2929.0,1,37.88,42.13,6
390,26,49,2.59,46720.78,32.37,7.12,2785.0,1,37.8,41.43,6
395,26,49,2.25,48226.17,32.36,7.11,2523.0,1,38.58,42.12,6
400,26,50,2.66,49327.68,32.72,7.14,2913.0,1,39.08,41.93,6
405,26,50,2.49,50540.91,32.73,7.23,2562.0,1,39.26,42.4,6
410,26,50,2.59,51079.58,32.57,7.19,2869.0,1,38.82,42.74,6
415,26,50,2.75,52405.14,32.6,7.23,3367.0,1,38.25,42.32,6
420,26,51,2.75,53757.73,32.52,7.29,3192.0,1,39.66,42.36,6
425,26,51,2.41,54729.74,32.67,7.34,3421.0,1,40.19,42.73,6
430,26,51,3.27,56191.4,32.85,7.22,3337.0,1,39.78,42.72,6
435,26,52,2.91,57299.05,32.69,7.22,3081.0,1,40.33,42.7,6
440,27,52,2.88,57978.88,32.82,7.19,3125.0,1,41.54,43.22,6
445,27,52,2.76,59847.88,32.97,7.21,3553.0,1,41.52,43.72,6
450,27,53,2.89,60534.83,33.01,7.26,3534.0,1,41.65,43.06,6
455,27,53,3.43,62104.84,33.11,7.31,4187.0,1,40.78,43.87,6
460,27,53,3.36,63105.16,33.1,7.25,3665.0,1,42.5,44.18,6
465,27,54,3.2,64473.95,33.2,7.3,3800.0,1,41.55,43.66,6
470,27,54,3.1,65509.21,33.22,7.22,4245.0,1,42.53,44.59,6
475,27,54,3.14,67147.56,33.32,7.26,3901.0,1,42.76,44.64,6
480,27,55,3.62,68047.67,33.41,7.21,3707.0,1,41.87,44.79,6
485,27,55,3.33,69133.91,33.27,7.35,4033.0,1,42.65,44.64,6
490,28,56,3.68,70443.3,33.51,7.22,4007.0,1,43.3,45.02,6
495,28,56,3.21,71814.07,33.71,7.23,3914.0,1,43.37,45.67,6
500,28,56,3.69,73014.82,33.89,7.28,4492.0,1,43.51,45.5,6
505,28,57,3.17,74051.21,33.69,7.41,4074.0,1,44.66,45.63,6
510,28,57,3.33,75151.22,33.79,7.27,4181.0,1,44.0,45.35,6
515,28,58,3.41,76321.29,33.7,7.29,4698.0,1,44.01,45.71,6
520,28,58,3.53,77621.87,34.01,7.4,4270.0,1,44.01,46.25,6
525,28,58,3.5,78584.11,34.01,7.35,5015.0,1,45.13,46.28,6
530,29,59,3.69,79935.85,34.11,7.39,5569.0,1,44.55,46.06,6
535,29,59,3.89,80980.65,34.11,7.32,5326.0,1,45.98,46.4,6
540,29,60,3.82,82253.64,34.09,7.27,4584.0,1,45.7,46.38,6
545,29,60,3.91,83470.98,33.99,7.37,4761.0,1,45.48,46.7,6
550,29,61,3.73,84512.24,34.22,7.4,4632.0,1,45.81,47.24,6
555,29,61,3.81,85397.49,34.33,7.24,4777.0,1,45.87,47.11,6
560,29,61,4.25,86501.32,34.36,7.4,6179.0,1,46.95,47.21,6
565,29,62,3.91,87475.68,34.39,7.36,5513.0,1,45.85,47.76,6
570,29,62,3.97,88337.44,34.35,7.28,5616.0,1,45.89,47.13,6
575,30,63,4.06,89250.37,34.47,7.27,4760.0,1,47.41,47.83,6
580,30,63,4.06,90543.21,34.49,7.33,4964.0,1,47.06,47.65,6
585,30,63,4.28,91179.14,34.69,7.34,5246.0,1,46.97,48.02,6
590,30,64,4.29,92403.06,34.68,7.34,5992.0,1,46.76,48.42,6
595,30,64,4.3,92955.57,34.77,7.32,6200.0,1,47.07,48.14,6
600,30,65,4.43,94041.66,34.61,7.45,6751.0,1,47.49,48.38,6
605,30,65,4.46,94896.78,34.63,7.43,6675.0,1,47.19,48.55,6
610,30,65,4.91,95718.85,34.83,7.33,6166.0,1,48.53,48.76,6
615,30,66,4.59,96672.06,34.94,7.34,5626.0,1,48.31,48.59,6
620,30,66,4.39,97496.15,34.83,7.33,6467.0,1,48.53,49.5,6
625,31,66,4.73,98260.92,34.83,7.45,6030.0,1,48.42,48.98,6
630,31,67,4.6,98744.78,34.97,7.42,5409.0,1,48.75,49.25,6
635,31,67,4.5,99029.25,34.87,7.32,6498.0,1,48.98,49.49,6
640,31,67,5.02,100206.98,34.92,7.38,5333.0,1,49.07,49.42,6
645,31,67,5.05,100813.81,34.97,7.34,5493.0,1,48.75,49.71,6
650,31,68,4.8,101096.92,35.16,7.33,5562.0,1,49.61,49.31,6
655,31,68,4.55,101733.35,35.13,7.34,5687.0,1,50.12,49.54,6
660,31,68,4.87,102321.82,35.3,7.44,6738.0,1,49.67,49.33,6
665,31,68,4.88,102764.04,35.08,7.43,5630.0,1,49.8,49.54,6
670,31,69,4.98,103031.21,35.06,7.34,6110.0,1,48.29,49.31,6
675,31,69,4.93,103583.97,35.3,7.37,6779.0,1,49.64,49.73,6
680,31,69,5.04,103818.43,35.22,7.38,7133.0,1,50.1,49.49,6
685,31,69,4.92,103651.69,35.33,7.36,5586.0,1,49.35,49.73,6
690,31,69,5.13,104350.48,35.19,7.31,5943.0,1,49.04,49.25,6
695,31,69,4.97,104448.35,35.27,7.39,6650.0,1,50.21,49.87,6
700,31,69,4.81,104712.98,35.15,7.39,5633.0,1,49.95,49.85,6
705,31,69,5.18,104667.49,35.2,7.35,7117.0,1,49.93,49.74,6
710,31,69,5.08,104882.41,35.21,7.44,6403.0,1,49.97,50.02,6
715,31,69,5.28,105188.04,35.34,7.36,6381.0,1,49.71,50.11,6
720,32,70,5.11,104852.26,35.21,7.43,6823.0,1,49.39,50.15,6
725,31,69,5.16,104580.86,35.23,7.34,6439.0,1,50.17,50.05,6
730,31,69,5.05,104956.48,35.31,7.4,5871.0,1,51.02,49.82,6
735,31,69,5.22,104204.75,35.24,7.36,7201.0,1,49.11,49.39,6
740,31,69,4.83,104735.25,35.17,7.45,6011.0,1,49.91,49.89,6
745,31,69,5.29,104690.21,35.09,7.39,6958.0,1,50.22,49.65,6
750,31,69,5.15,104292.28,35.23,7.41,5663.0,1,50.7,49.98,6
755,31,69,4.76,104070.77,35.16,7.36,6294.0,1,49.95,49.32,6
760,31,69,4.71,103869.39,35.16,7.38,6720.0,1,49.51,49.77,6
765,31,69,4.88,103747.7,35.29,7.53,7376.0,1,49.82,49.94,6
770,31,69,4.63,103008.76,35.15,7.4,6520.0,1,49.22,49.42,6
775,31,68,4.74,103060.95,35.0,7.38,6297.0,1,49.3,49.99,6
780,31,68,4.96,102416.22,35.19,7.3,6366.0,1,49.53,49.17,6
785,31,68,4.78,101661.99,35.04,7.37,5482.0,1,49.12,49.51,6
790,31,68,5.15,101371.77,35.11,7.5,5989.0,1,48.71,49.87,6
795,31,67,4.84,100659.69,34.9,7.31,5757.0,1,48.79,49.52,6
800,31,67,4.41,100067.87,35.11,7.35,5945.0,1,48.83,49.66,6
805,31,67,4.33,99609.76,35.14,7.45,6124.0,1,48.9,49.07,6
810,31,67,4.39,98700.77,35.07,7.44,6818.0,1,47.91,49.14,6
815,31,66,4.39,98132.28,34.93,7.33,5327.0,1,47.51,48.9,6
820,30,66,4.41,97468.14,34.91,7.47,5889.0,1,47.51,48.75,6
825,30,66,4.47,96431.1,35.0,7.35,5270.0,1,49.04,48.88,6
830,30,65,4.75,95926.54,34.78,7.34,6153.0,1,48.56,48.95,6
835,30,65,4.47,95038.25,34.86,7.38,6569.0,1,47.8,48.9,6
840,30,65,4.58,94056.37,34.75,7.37,5429.0,1,47.15,48.89,6
845,30,64,4.44,93063.45,34.64,7.35,5896.0,1,48.31,48.4,6
850,30,64,4.76,92030.22,34.47,7.32,5499.0,1,47.43,48.29,6
855,30,63,4.56,91326.57,34.68,7.3,6237.0,1,47.03,48.45,6
860,30,63,4.2,90434.23,34.6,7.34,5326.0,1,47.28,48.14,6
865,30,63,4.06,89622.15,34.3,7.37,6080.0,1,46.38,47.47,6
870,29,62,4.32,88692.14,34.43,7.37,4858.0,1,46.47,47.58,6
875,29,62,3.92,87974.04,34.42,7.32,5722.0,1,45.53,47.46,6
880,29,61,3.82,86574.53,34.28,7.35,5601.0,1,47.29,47.25,6
885,29,61,4.13,85230.0,34.25,7.34,5801.0,1,45.74,47.53,6
890,29,61,3.95,84465.27,34.44,7.27,4672.0,1,46.09,47.08,6
895,29,60,4.07,83158.09,34.27,7.39,5875.0,1,45.24,46.96,6
900,29,60,3.8,82499.26,33.96,7.26,4764.0,1,45.83,46.92,6
905,29,59,3.69,80742.4,34.0,7.32,5770.0,1,45.71,46.76,6
910,29,59,3.7,79998.92,34.12,7.32,4269.0,1,44.43,46.55,6
915,28,58,3.85,78851.29,34.0,7.26,4158.0,1,44.94,46.84,6
920,28,58,3.31,77600.99,33.88,7.28,4821.0,1,44.08,46.03,6
925,28,58,3.44,76330.35,34.04,7.29,4675.0,1,44.65,45.64,6
930,28,57,3.51,75275.04,33.66,7.21,4453.0,1,44.68,45.84,6
935,28,57,3.66,74244.46,33.65,7.31,5131.0,1,43.85,45.53,6
940,28,56,3.59,73182.44,33.8,7.34,4993.0,1,43.42,45.57,6
945,28,56,3.17,71993.14,33.53,7.28,5006.0,1,43.0,44.82,6
950,28,56,3.47,70562.39,33.56,7.23,3805.0,1,43.25,45.04,6
955,27,55,3.24,69319.6,33.37,7.26,4219.0,1,42.79,45.02,6
960,27,55,2.91,68047.05,33.4,7.29,3798.0,1,42.44,44.71,6
965,27,54,3.37,67103.31,33.44,7.23,3690.0,1,43.05,44.47,6
970,27,54,2.89,65498.07,33.4,7.24,4058.0,1,41.48,44.43,6
975,27,54,3.1,64424.86,33.1,7.37,3803.0,1,42.07,44.16,6
980,27,53,3.22,63428.99,33.08,7.28,4067.0,1,42.02,44.09,6
985,27,53,2.9,62386.47,33.2,7.19,3389.0,1,41.15,44.11,6
990,27,53,3.0,60996.41,33.06,7.26,3360.0,1,40.97,43.03,6
995,27,52,2.96,59567.85,32.87,7.28,3710.0,1,41.19,43.98,6
1000,27,52,2.98,58675.9,33.04,7.21,3333.0,1,41.32,43.49,6
1005,26,52,2.72,57328.68,32.9,7.22,3747.0,1,40.62,42.74,6
1010,26,51,2.63,56141.87,32.8,7.2,3259.0,1,39.45,43.65,6
1015,26,51,2.87,54459.85,32.65,7.32,3648.0,1,40.63,42.75,6
1020,26,51,2.82,53347.39,32.48,7.27,3292.0,1,40.16,42.58,6
1025,26,50,2.82,52078.76,32.46,7.19,3462.0,1,38.9,41.66,6
1030,26,50,2.4,51396.28,32.42,7.15,3028.0,1,38.83,42.76,6
1035,26,50,2.59,49749.96,32.32,7.21,2540.0,1,39.41,42.6,6
1040,26,50,2.8,48754.2,32.34,7.13,3322.0,1,38.42,42.05,6
1045,26,49,2.61,48130.03,32.42,7.2,2795.0,1,38.66,41.57,6
1050,26,49,2.55,46646.57,32.26,7.16,2519.0,1,37.43,41.69,6
1055,26,49,2.82,45567.92,32.16,7.18,2327.0,1,38.58,41.62,6
1060,26,49,2.54,44224.79,32.12,7.22,2877.0,1,38.23,41.63,6
1065,26,48,2.11,43646.91,32.16,7.17,2513.0,1,37.97,41.28,6
1070,26,48,2.44,42419.48,32.04,7.21,2392.0,1,37.91,40.74,6
1075,26,48,2.43,41663.38,32.07,7.2,2491.0,1,36.27,41.74,6
1080,25,48,2.27,40630.67,32.1,7.15,2510.0,1,36.67,40.78,6
1085,25,48,1.99,39587.58,32.1,7.1,2298.0,1,36.67,40.07,6
1090,25,48,2.27,38545.01,31.98,7.19,1955.0,1,37.48,40.45,6
1095,25,47,2.59,37864.04,31.99,7.13,2317.0,1,36.86,40.03,6
1100,25,47,2.4,36182.73,31.94,7.13,2122.0,1,36.67,40.27,6
1105,25,47,2.58,35919.93,31.88,7.1,2270.0,1,35.31,40.01,6
1110,25,47,2.66,34585.85,31.66,7.11,2078.0,1,36.11,39.89,6
1115,25,47,2.06,33863.67,31.72,7.12,2063.0,1,36.39,39.84,6
1120,25,47,2.14,32830.91,31.59,7.12,1881.0,1,36.64,39.78,6
1125,25,46,2.17,32065.1,31.55,7.08,1686.0,1,35.5,39.84,6
1130,25,46,2.35,30974.07,31.51,6.94,1489.0,1,35.73,39.93,6
1135,25,46,1.88,30366.42,31.6,7.24,1810.0,1,35.49,39.39,6
1140,25,46,2.44,29123.45,31.5,7.1,1484.0,1,34.82,39.93,6
1145,25,46,1.89,28145.47,31.48,7.11,1574.0,1,34.72,38.62,6
1150,25,46,2.3,27441.85,31.48,7.09,1414.0,1,35.28,38.97,6
1155,25,46,1.87,27213.45,31.48,7.09,1492.0,1,35.5,38.43,6
1160,25,46,2.38,26155.2,31.31,7.16,1209.0,1,33.77,38.91,6
1165,25,46,1.99,25303.7,31.34,7.13,1194.0,1,34.64,38.54,6
1170,25,46,1.78,24705.45,31.38,7.24,1240.0,1,33.77,38.61,6
1175,25,46,2.24,24411.77,31.04,7.11,1267.0,1,33.41,38.36,6
1180,25,45,1.87,23019.96,31.24,7.12,1317.0,1,33.66,38.13,6
1185,25,45,2.11,23171.62,30.99,7.05,1125.0,1,33.96,38.37,6
1190,25,45,2.1,21888.36,31.1,7.1,1230.0,1,34.05,38.65,6
1195,25,45,2.21,21187.62,31.23,7.1,1147.0,1,33.6,38.14,6
1200,25,45,1.94,20718.2,30.96,7.09,1114.0,1,33.1,38.17,6
1205,25,45,1.97,20508.56,31.06,7.04,1089.0,1,32.9,37.9,6
