time,temp,hum,wind,power,cw_temp,chw_temp,pax,status,fan_freq,pump_freq
990,27,53,2.84,60994.2,32.99,7.23,1116,1,41.1,43.29
995,27,52,2.92,59788.37,32.9,7.15,1092,1,40.36,43.79
1000,27,52,2.84,57981.46,32.82,7.27,1068,1,40.72,43.32
1005,26,52,2.91,57357.76,32.85,7.27,1044,1,40.68,43.01
1010,26,51,2.6,56594.04,32.83,7.21,1020,1,40.36,42.64
1015,26,51,2.51,54694.53,32.57,7.23,996,1,41.1,42.42
1020,26,51,3.04,53558.34,32.72,7.2,973,1,39.11,42.95
1025,26,50,2.62,52553.67,32.69,7.2,950,1,40.26,42.84
1030,26,50,2.82,51304.89,32.52,7.18,927,1,38.82,41.8
1035,26,50,3.03,50281.93,32.62,7.32,904,1,39.59,42.04
1040,26,50,2.71,49176.34,32.32,7.2,881,1,38.84,42.3
1045,26,49,2.81,48003.3,32.45,7.18,859,1,36.88,41.73
1050,26,49,3.23,46618.05,32.43,7.15,836,1,38.37,41.24
1055,26,49,2.08,45802.92,32.23,7.2,814,1,38.04,41.92
1060,26,49,2.37,44610.68,32.17,7.09,793,1,38.35,41.83
1065,26,48,2.54,43480.52,32.35,7.16,771,1,37.76,41.16
1070,26,48,2.19,42668.6,32.01,7.18,750,1,37.86,41.31
1075,26,48,2.24,41407.46,32.14,7.13,729,1,37.56,40.87
1080,25,48,2.64,39979.5,32.08,7.12,709,1,37.23,40.57
1085,25,48,2.24,39367.78,31.99,7.18,688,1,36.92,40.17
1090,25,48,2.34,38640.99,32.08,7.11,668,1,36.24,40.72
1095,25,47,2.13,37796.84,31.93,7.06,649,1,36.12,40.1
1100,25,47,1.99,36471.45,31.7,7.09,629,1,36.57,40.08
1105,25,47,2.28,35437.01,31.75,7.18,611,1,34.72,40.17
1110,25,47,2.45,34638.92,31.62,7.18,592,1,36.08,39.33
1115,25,47,2.54,33362.02,31.65,7.12,574,1,36.08,39.96
1120,25,47,2.33,33041.72,31.74,7.17,556,1,36.46,39.55
1125,25,46,2.26,32126.36,31.69,7.14,538,1,35.78,39.81
1130,25,46,2.37,30964.14,31.55,7.16,521,1,34.75,39.72
1135,25,46,2.5,29999.47,31.48,7.12,504,1,34.86,38.91
1140,25,46,1.95,29216.24,31.54,7.09,487,1,35.05,38.98
1145,25,46,1.91,28616.66,31.3,7.07,471,1,34.81,38.56
1150,25,46,2.15,27880.26,31.32,7.16,455,1,34.11,39.05
1155,25,46,2.08,27065.37,31.2,6.99,440,1,34.33,38.78
1160,25,46,2.19,26374.23,31.34,7.14,425,1,34.97,38.83
1165,25,46,2.12,25434.41,31.18,7.09,410,1,33.59,38.67
1170,25,46,2.11,24351.34,31.18,7.15,395,1,32.98,38.42
1175,25,46,1.77,24493.57,31.1,7.12,381,1,32.72,38.32
1180,25,45,2.23,22902.45,31.28,7.06,368,1,33.65,38.33
1185,25,45,2.45,22770.87,31.21,7.12,354,1,32.76,38.41
1190,25,45,2.23,21772.4,31.05,7.09,341,1,33.86,38.72
1195,25,45,1.99,21464.03,31.13,7.02,328,1,33.86,38.33
1200,25,45,1.95,20976.93,31.01,7.08,316,1,33.93,38.52
1205,25,45,1.8,19896.63,30.94,7.09,304,1,32.83,38.58
1210,25,45,2.07,19745.93,31.02,7.15,292,1,32.06,37.8
1215,25,45,1.99,19033.91,31.01,7.08,281,1,32.8,37.49
1220,25,45,2.14,18713.92,31.06,7.04,270,1,31.81,37.61
1225,25,45,2.03,17977.15,30.9,6.98,260,1,33.28,38.17
1230,25,45,2.0,17373.9,30.95,7.03,249,1,32.37,37.04
1235,25,45,1.79,17208.63,30.81,7.08,239,1,31.96,37.74
1240,25,45,1.88,16210.01,30.85,7.06,229,1,32.65,37.67
1245,25,45,1.84,16123.53,30.84,7.03,220,1,31.86,37.63
1250,25,45,1.7,15707.66,30.84,7.09,211,1,32.27,37.19
1255,25,45,2.21,14878.4,30.77,7.1,202,1,31.7,36.78
1260,25,45,2.05,14878.58,30.74,6.95,194,1,32.07,36.79
1265,25,45,1.96,13927.95,30.6,7.01,185,1,31.47,36.67
1270,25,45,1.89,14279.07,30.53,6.99,177,1,33.03,36.7
1275,25,45,2.2,13703.23,30.62,7.0,170,1,31.7,37.06
1280,25,45,1.94,13260.28,30.5,7.05,162,1,31.46,36.59
1285,25,45,2.02,12502.93,30.62,7.03,155,1,32.23,36.42
1290,25,45,1.96,12498.24,30.66,6.89,148,1,32.09,36.55
1295,25,45,1.65,11951.99,30.65,7.03,142,1,31.08,37.19
1300,25,45,2.34,11765.8,30.59,7.0,135,1,31.53,37.07
1305,25,45,1.94,11428.72,30.64,7.0,129,1,30.9,36.94
1310,25,45,2.04,10843.09,30.52,7.04,123,1,31.27,36.36
1315,25,45,2.0,10738.64,30.35,7.02,117,1,30.8,36.49
1320,25,45,1.84,10908.16,30.57,7.17,112,1,31.63,36.74
1325,25,45,1.69,10358.15,30.5,7.05,106,1,31.05,37.02
1330,25,45,1.95,10382.97,30.56,7.01,101,1,30.86,36.06
1335,25,45,1.91,9886.87,30.47,6.95,97,0,0.0,0.0
1340,25,45,1.91,9711.94,30.54,7.04,92,0,0.0,0.0
1345,25,45,1.88,9809.68,30.46,7.07,87,0,0.0,0.0
1350,25,45,1.88,8984.18,30.54,7.09,83,0,0.0,0.0
1355,25,45,2.04,8779.38,30.34,7.03,79,0,0.0,0.0
1360,25,45,1.92,9283.84,30.41,7.06,75,0,0.0,0.0
1365,25,45,2.17,8579.81,30.35,7.06,71,0,0.0,0.0
1370,25,45,2.17,8657.46,30.36,7.15,68,0,0.0,0.0
1375,25,45,2.29,8483.79,30.59,7.05,64,0,0.0,0.0
1380,25,45,2.08,7857.66,30.5,7.02,61,0,0.0,0.0
1385,25,45,2.13,7999.39,30.26,7.02,58,0,0.0,0.0
1390,25,45,2.33,7771.82,30.38,7.06,55,0,0.0,0.0
1395,25,45,1.97,7778.21,30.23,6.99,52,0,0.0,0.0
1400,25,45,1.81,7404.93,30.32,7.04,49,0,0.0,0.0
1405,25,45,1.96,7529.17,30.27,7.01,46,0,0.0,0.0
1410,25,45,2.02,7093.77,30.23,7.03,44,0,0.0,0.0
1415,25,45,2.04,6666.84,30.51,6.99,41,0,0.0,0.0
1420,25,45,1.85,7014.5,30.31,6.99,39,0,0.0,0.0
1425,25,45,2.14,6738.72,30.32,7.02,37,0,0.0,0.0
1430,25,45,1.9,6490.57,30.29,7.05,35,0,0.0,0.0
1435,25,45,1.96,6708.85,30.16,6.99,33,0,0.0,0.0
0,25,45,1.54,6438.41,30.42,7.05,31,0,0.0,0.0
5,25,45,2.15,7179.89,30.5,7.06,33,0,0.0,0.0
10,25,45,1.78,6993.05,30.36,7.07,35,0,0.0,0.0
15,25,45,2.19,6758.67,30.28,6.99,37,0,0.0,0.0
20,25,45,1.98,7287.76,30.44,7.06,39,0,0.0,0.0
25,25,45,1.56,7088.27,30.39,6.99,41,0,0.0,0.0
30,25,45,1.98,6988.93,30.42,7.03,44,0,0.0,0.0
35,25,45,1.9,7565.29,30.28,6.98,46,0,0.0,0.0
40,25,45,1.92,7715.69,30.29,6.98,49,0,0.0,0.0
45,25,45,2.01,7509.71,30.55,7.03,52,0,0.0,0.0
50,25,45,2.06,7645.25,30.36,7.04,55,0,0.0,0.0
55,25,45,1.65,8193.04,30.47,7.0,58,0,0.0,0.0
60,25,45,1.69,7850.61,30.37,7.02,61,0,0.0,0.0
65,25,45,1.9,8231.76,30.37,7.04,64,0,0.0,0.0
70,25,45,2.26,8094.83,30.44,7.03,68,0,0.0,0.0
75,25,45,1.76,8705.29,30.27,7.02,71,0,0.0,0.0
80,25,45,1.74,8675.34,30.38,7.19,75,0,0.0,0.0
85,25,45,2.28,9010.61,30.54,7.03,79,0,0.0,0.0
90,25,45,1.73,9222.84,30.61,7.03,83,0,0.0,0.0
95,25,45,2.18,9387.45,30.55,7.07,87,0,0.0,0.0
100,25,45,2.25,9490.67,30.38,7.0,92,0,0.0,0.0
105,25,45,2.3,10198.21,30.48,7.04,97,0,0.0,0.0
110,25,45,1.88,9657.55,30.38,7.0,101,1,30.64,36.46
115,25,45,2.23,10248.03,30.43,6.96,106,1,31.39,36.68
120,25,45,2.09,10640.65,30.51,7.11,112,1,30.17,36.34
125,25,45,1.8,11103.8,30.55,7.05,117,1,31.07,36.75
130,25,45,2.12,11298.94,30.74,6.99,123,1,31.4,36.56
135,25,45,1.67,11564.18,30.63,7.07,129,1,31.27,37.19
140,25,45,1.96,11908.23,30.73,7.03,135,1,30.87,37.15
145,25,45,1.82,12074.41,30.49,6.97,142,1,31.67,36.58
150,25,45,1.5,12382.44,30.34,7.06,148,1,31.78,36.98
155,25,45,2.02,12151.81,30.74,7.09,155,1,30.6,36.67
160,25,45,2.0,13209.59,30.69,6.97,162,1,31.78,36.96
165,25,45,1.92,13364.88,30.92,6.99,170,1,30.78,36.3
170,25,45,1.96,13780.48,30.58,7.14,177,1,31.46,37.02
175,25,45,2.08,13839.83,30.69,6.99,185,1,32.2,37.61
180,25,45,1.85,14327.82,30.66,7.08,194,1,32.61,36.69
185,25,45,1.64,14799.77,30.61,7.1,202,1,31.6,37.02
190,25,45,2.05,15332.08,30.92,7.04,211,1,32.22,37.12
195,25,45,2.24,15927.35,30.66,7.08,220,1,31.82,37.48
200,25,45,2.33,16644.95,30.7,6.97,229,1,32.99,37.52
205,25,45,2.07,16854.97,30.93,7.11,239,1,32.12,37.54
210,25,45,2.03,17303.58,30.67,7.05,249,1,32.77,37.4
215,25,45,2.08,17967.89,30.68,7.03,260,1,32.4,37.18
220,25,45,2.03,18617.07,30.96,7.11,270,1,32.86,37.88
225,25,45,2.08,19248.09,30.97,7.14,281,1,32.84,37.95
230,25,45,1.49,19410.54,30.9,7.02,292,1,31.94,37.96
235,25,45,1.92,20742.2,30.96,7.1,304,1,32.72,38.17
240,25,45,2.18,21029.51,31.12,7.07,316,1,32.55,37.86
245,25,45,1.95,21247.54,30.98,7.02,328,1,33.16,37.8
250,25,45,1.83,22059.0,31.15,7.11,341,1,33.42,38.16
255,25,45,1.91,22639.89,31.23,7.09,354,1,32.79,38.36
260,25,45,2.1,23372.59,31.18,7.14,368,1,33.21,38.29
265,25,46,1.91,24261.39,31.16,7.07,381,1,33.63,38.66
270,25,46,2.0,24603.53,31.17,7.14,395,1,32.69,38.71
275,25,46,2.28,25407.8,31.43,7.05,410,1,33.59,37.73
280,25,46,2.6,26362.57,31.24,7.05,425,1,34.27,38.41
285,25,46,2.25,26967.95,31.3,7.06,440,1,34.65,38.95
290,25,46,2.07,27396.36,31.43,7.1,455,1,34.44,39.0
295,25,46,2.13,28525.57,31.68,7.17,471,1,34.57,39.12
300,25,46,2.34,29630.25,31.47,7.16,487,1,34.94,39.14
305,25,46,2.39,30337.41,31.68,7.1,504,1,34.65,39.24
310,25,46,2.15,30801.96,31.5,7.12,521,1,35.38,39.51
315,25,46,2.32,31767.32,31.7,7.11,538,1,34.58,39.71
320,25,47,2.6,32918.18,31.44,7.06,556,1,35.53,39.61
325,25,47,2.35,33670.22,31.74,7.02,574,1,35.48,40.06
330,25,47,2.24,34739.55,31.65,7.12,592,1,36.45,39.98
335,25,47,2.17,35746.6,31.82,7.14,611,1,35.36,40.02
340,25,47,2.14,36474.2,31.95,7.13,629,1,36.38,40.68
345,25,47,2.29,37449.25,31.7,7.17,649,1,36.96,40.51
350,25,48,2.55,38527.31,32.04,7.17,668,1,36.01,40.43
355,25,48,2.39,39813.1,31.87,7.2,688,1,36.47,40.39
360,25,48,2.57,40519.0,32.09,7.26,709,1,36.76,40.77
365,26,48,2.7,41440.54,31.97,7.22,729,1,37.3,41.71
370,26,48,2.72,42547.29,32.04,7.15,750,1,38.73,40.97
375,26,48,2.37,43825.08,32.41,7.15,771,1,37.39,40.98
380,26,49,2.57,44679.56,32.13,7.09,793,1,37.51,40.98
385,26,49,2.43,45765.42,32.36,7.19,814,1,38.05,41.34
390,26,49,2.74,47120.5,32.21,7.17,836,1,38.52,41.29
395,26,49,2.69,48064.73,32.36,7.2,859,1,38.28,42.36
400,26,50,2.7,49109.22,32.35,7.16,881,1,38.75,41.62
405,26,50,2.54,49921.51,32.48,7.16,904,1,38.64,41.86
410,26,50,2.99,51423.7,32.54,7.32,927,1,40.11,42.47
415,26,50,2.6,52529.78,32.55,7.23,950,1,39.01,42.5
420,26,51,2.92,53686.39,32.68,7.23,973,1,39.72,42.79
425,26,51,2.92,54710.4,32.94,7.14,996,1,39.11,42.88
430,26,51,3.21,56046.38,32.74,7.26,1020,1,39.31,43.53
435,26,52,2.94,57462.29,32.88,7.26,1044,1,39.99,43.46
440,27,52,2.9,58223.82,32.86,7.22,1068,1,41.44,43.12
445,27,52,2.92,59746.17,33.01,7.24,1092,1,41.1,43.66
450,27,53,3.23,60958.99,33.21,7.25,1116,1,40.96,43.37
455,27,53,2.9,61905.91,33.18,7.28,1140,1,41.34,44.25
460,27,53,3.17,62809.96,33.13,7.23,1164,1,41.64,43.51
465,27,54,3.02,64648.23,33.3,7.4,1188,1,42.45,44.0
470,27,54,2.92,65848.66,33.2,7.27,1213,1,42.86,43.78
475,27,54,3.03,67247.96,33.31,7.25,1237,1,41.91,45.12
480,27,55,3.59,67860.91,33.38,7.32,1261,1,43.01,44.72
485,27,55,3.01,69517.34,33.56,7.38,1285,1,42.36,45.15
490,28,56,3.81,70036.76,33.46,7.25,1309,1,42.73,44.71
495,28,56,3.03,71620.12,33.59,7.31,1333,1,42.93,45.35
500,28,56,3.4,73095.82,33.72,7.3,1357,1,43.08,45.53
505,28,57,3.55,74071.37,33.88,7.21,1381,1,44.11,46.03
510,28,57,3.39,75426.65,33.63,7.39,1405,1,43.23,45.86
515,28,58,3.24,76783.9,33.87,7.31,1428,1,44.05,46.09
520,28,58,3.55,77909.34,33.87,7.23,1452,1,44.69,46.13
525,28,58,3.68,78606.57,33.94,7.26,1475,1,44.49,46.27
530,29,59,3.6,79915.52,34.0,7.31,1498,1,44.96,46.23
535,29,59,3.76,80974.6,33.92,7.2,1520,1,45.08,46.67
540,29,60,3.84,82142.06,34.07,7.36,1543,1,45.02,47.32
545,29,60,4.04,83330.94,34.08,7.4,1565,1,44.74,46.75
550,29,61,3.98,84511.7,34.25,7.35,1587,1,45.95,46.78
555,29,61,4.03,85097.1,34.34,7.41,1608,1,46.22,47.12
560,29,61,4.11,86433.2,34.29,7.37,1629,1,46.62,47.03
565,29,62,3.93,87620.45,34.31,7.28,1650,1,47.34,47.57
570,29,62,4.34,88343.3,34.45,7.26,1670,1,46.74,47.46
575,30,63,4.65,89379.89,34.53,7.36,1690,1,46.4,47.35
580,30,63,4.43,90559.4,34.5,7.29,1709,1,46.72,48.37
585,30,63,4.13,91476.29,34.27,7.31,1728,1,48.14,48.12
590,30,64,4.25,92547.67,34.69,7.43,1747,1,47.1,48.11
595,30,64,4.66,93350.33,34.54,7.35,1764,1,47.43,48.01
600,30,65,4.52,93952.02,34.66,7.28,1782,1,48.11,48.82
605,30,65,4.45,94899.24,34.79,7.36,1799,1,47.41,48.82
610,30,65,4.6,95770.71,34.78,7.31,1815,1,48.06,48.32
615,30,66,4.28,96794.6,34.67,7.43,1831,1,48.24,48.89
620,30,66,4.25,97224.16,34.69,7.4,1846,1,48.53,48.65
625,31,66,4.39,97904.5,35.07,7.27,1860,1,47.85,49.46
630,31,67,4.88,98316.26,34.78,7.39,1874,1,48.22,48.9
635,31,67,4.58,99440.13,34.9,7.3,1887,1,48.41,49.14
640,31,67,4.61,100041.82,34.95,7.32,1900,1,49.36,49.21
645,31,67,4.38,100445.9,35.12,7.4,1911,1,48.8,49.23
650,31,68,4.71,100949.91,34.99,7.29,1923,1,49.79,49.47
655,31,68,4.96,101476.23,35.05,7.31,1933,1,49.16,48.76
660,31,68,4.66,102454.45,35.21,7.36,1943,1,49.63,49.28
665,31,68,4.72,102250.66,35.07,7.32,1952,1,50.57,49.52
670,31,69,5.21,103289.72,35.16,7.34,1960,1,49.63,49.6
675,31,69,4.83,103209.78,35.21,7.4,1967,1,49.52,49.68
680,31,69,5.06,103769.11,35.22,7.31,1974,1,49.73,49.48
685,31,69,4.65,104064.13,35.1,7.36,1980,1,50.07,49.95
690,31,69,5.09,104131.34,35.36,7.41,1985,1,49.74,49.74
695,31,69,5.44,104150.77,35.32,7.37,1990,1,50.05,50.35
700,31,69,5.15,104590.08,35.46,7.44,1993,1,49.24,49.89
705,31,69,4.79,104721.8,35.39,7.47,1996,1,49.94,50.1
710,31,69,4.9,104537.66,35.36,7.44,1998,1,49.83,50.39
715,31,69,4.96,104829.98,35.26,7.39,1999,1,49.96,50.02
720,32,70,4.98,105162.16,35.33,7.37,2000,1,49.32,49.36
725,31,69,4.59,104800.48,35.27,7.36,1999,1,49.77,49.6
730,31,69,4.93,104767.15,35.27,7.31,1998,1,49.84,50.01
735,31,69,5.14,104876.8,35.18,7.46,1996,1,49.22,49.97
740,31,69,5.05,104729.65,35.18,7.39,1993,1,50.01,49.84
745,31,69,5.13,104240.76,35.25,7.43,1990,1,49.79,50.29
750,31,69,4.97,104221.53,35.16,7.32,1985,1,51.2,50.08
755,31,69,5.04,104226.87,35.08,7.34,1980,1,49.35,49.58
760,31,69,4.93,103645.18,35.2,7.4,1974,1,50.25,49.8
765,31,69,5.35,103426.47,35.3,7.42,1967,1,50.72,49.65
770,31,69,5.06,103067.98,34.97,7.4,1960,1,49.32,49.81
775,31,68,5.1,102653.17,35.1,7.4,1952,1,50.27,49.03
780,31,68,4.88,101754.29,35.28,7.32,1943,1,48.83,49.75
785,31,68,4.7,101439.58,34.94,7.36,1933,1,49.08,49.44
790,31,68,4.72,100866.06,35.14,7.28,1923,1,49.61,49.25
795,31,67,4.74,100244.11,35.01,7.39,1911,1,49.21,49.03
800,31,67,4.9,100215.55,35.13,7.5,1900,1,49.17,49.56
805,31,67,4.61,99201.59,34.89,7.4,1887,1,49.08,49.02
810,31,67,4.3,98378.89,35.05,7.44,1874,1,49.34,49.14
815,31,66,4.53,97818.79,34.99,7.42,1860,1,48.58,48.98
820,30,66,4.68,97553.81,34.96,7.31,1846,1,48.0,48.55
825,30,66,4.51,96720.56,34.83,7.37,1831,1,48.04,48.75
830,30,65,4.44,95632.24,34.77,7.29,1815,1,47.7,49.21
835,30,65,3.89,94917.59,34.77,7.4,1799,1,47.82,48.17
840,30,65,4.23,94226.83,34.73,7.37,1782,1,48.08,48.45
845,30,64,4.08,93147.75,34.51,7.43,1764,1,47.11,48.0
850,30,64,4.47,92069.68,34.72,7.34,1747,1,47.98,48.41
855,30,63,4.14,91237.04,34.67,7.33,1728,1,47.1,48.03
860,30,63,4.22,90339.53,34.56,7.28,1709,1,46.77,47.58
865,30,63,4.03,89439.7,34.51,7.34,1690,1,46.97,47.21
870,29,62,4.26,88611.63,34.41,7.29,1670,1,46.84,47.99
875,29,62,4.0,87705.66,34.45,7.33,1650,1,46.02,47.23
880,29,61,3.72,86478.05,34.21,7.36,1629,1,46.6,47.16
885,29,61,3.87,85469.85,34.24,7.32,1608,1,46.57,47.27
890,29,61,4.11,84098.39,34.18,7.32,1587,1,45.79,46.51
895,29,60,3.74,83021.96,34.22,7.3,1565,1,46.14,46.5
900,29,60,3.63,81947.35,34.0,7.33,1543,1,45.43,46.49
905,29,59,3.73,80694.48,34.0,7.3,1520,1,45.42,46.49
910,29,59,3.75,79884.14,34.0,7.33,1498,1,45.87,46.11
915,28,58,3.84,79003.61,33.99,7.32,1475,1,45.16,46.25
920,28,58,3.71,77684.54,33.82,7.35,1452,1,45.56,46.38
925,28,58,3.69,76655.65,33.64,7.28,1428,1,43.9,46.12
930,28,57,3.4,75467.6,33.79,7.31,1405,1,43.79,45.37
935,28,57,3.49,74154.49,33.62,7.29,1381,1,43.32,45.54
940,28,56,3.46,72803.55,33.64,7.25,1357,1,43.48,45.58
945,28,56,3.25,71419.85,33.52,7.21,1333,1,43.24,45.09
950,28,56,2.93,70347.79,33.46,7.31,1309,1,43.37,45.08
955,27,55,3.58,69473.51,33.41,7.33,1285,1,42.48,44.96
960,27,55,3.29,68260.16,33.34,7.22,1261,1,42.43,44.69
965,27,54,3.06,67096.78,33.37,7.25,1237,1,42.22,44.64
970,27,54,2.77,65458.25,33.16,7.29,1213,1,41.52,43.89
975,27,54,3.29,64565.39,33.19,7.19,1188,1,42.46,44.61
980,27,53,3.24,63328.16,33.31,7.21,1164,1,41.19,43.87
985,27,53,3.35,61743.84,32.85,7.33,1140,1,41.17,44.02
990,27,53,3.15,60972.94,33.03,7.19,1116,1,40.56,42.89
995,27,52,2.83,59460.98,33.05,7.35,1092,1,41.19,43.46
1000,27,52,2.93,58579.7,32.94,7.2,1068,1,41.26,43.48
1005,26,52,2.42,57023.26,32.98,7.13,1044,1,40.99,43.17
1010,26,51,2.78,55787.98,32.73,7.17,1020,1,40.65,42.71
1015,26,51,2.55,55086.01,32.97,7.2,996,1,39.61,42.99
1020,26,51,2.2,53327.79,32.65,7.19,973,1,39.5,42.37
1025,26,50,2.78,52290.27,32.54,7.19,950,1,39.95,42.34
1030,26,50,3.11,51299.23,32.51,7.2,927,1,39.35,42.76
1035,26,50,2.65,50140.42,32.58,7.16,904,1,39.18,42.59
1040,26,50,2.39,49230.22,32.56,7.19,881,1,38.29,42.22
1045,26,49,2.7,47954.76,32.5,7.28,859,1,38.42,41.76
1050,26,49,2.34,46550.84,32.24,7.1,836,1,38.27,41.8
1055,26,49,2.17,45967.33,32.37,7.27,814,1,38.17,41.11
1060,26,49,2.53,44779.26,32.45,7.13,793,1,37.9,41.04
1065,26,48,2.79,43726.87,32.11,7.09,771,1,36.71,41.07
1070,26,48,2.63,42617.08,32.03,7.17,750,1,37.71,40.97
1075,26,48,2.57,41500.24,31.95,7.17,729,1,37.35,41.3
1080,25,48,2.41,40233.67,32.08,7.15,709,1,37.64,41.1
1085,25,48,2.17,39390.61,31.9,7.08,688,1,37.57,40.3
1090,25,48,2.39,38474.29,31.99,7.19,668,1,36.86,40.67
1095,25,47,2.66,37253.01,31.8,7.15,649,1,36.76,40.18
1100,25,47,2.58,36455.32,31.84,7.18,629,1,36.15,39.87
1105,25,47,2.43,35424.62,31.95,7.18,611,1,36.76,40.12
1110,25,47,1.86,34652.26,31.82,7.17,592,1,36.82,39.88
1115,25,47,2.26,33505.64,31.64,7.11,574,1,36.09,40.21
1120,25,47,2.3,32950.47,31.67,7.06,556,1,35.66,39.31
1125,25,46,2.13,31867.99,31.96,7.16,538,1,35.27,40.12
1130,25,46,2.1,30999.09,31.62,7.19,521,1,35.27,39.16
1135,25,46,1.95,30142.78,31.49,7.08,504,1,34.01,38.95
1140,25,46,2.29,29991.27,31.59,7.06,487,1,34.79,38.77
1145,25,46,2.26,28465.49,31.43,7.08,471,1,34.71,39.06
1150,25,46,2.17,27773.47,31.47,7.14,455,1,33.98,38.84
1155,25,46,2.48,27214.25,31.3,7.13,440,1,35.28,38.93
1160,25,46,1.59,26317.28,31.29,7.12,425,1,34.55,39.01
1165,25,46,2.1,25407.9,31.26,7.07,410,1,34.1,38.52
1170,25,46,1.66,24721.48,31.3,7.08,395,1,34.16,38.77
1175,25,46,2.01,23785.11,31.21,7.15,381,1,33.14,38.89
1180,25,45,2.24,22917.47,31.03,7.08,368,1,33.49,37.89
1185,25,45,2.03,22434.15,31.07,7.1,354,1,34.09,38.1
1190,25,45,2.15,21842.87,31.01,7.22,341,1,33.26,37.97
1195,25,45,1.91,21551.68,31.04,7.07,328,1,32.98,38.14
1200,25,45,1.92,20755.8,31.13,7.15,316,1,33.59,37.71
1205,25,45,1.99,20069.95,31.05,7.03,304,1,32.74,37.64
1210,25,45,2.59,19675.88,31.13,7.07,292,1,32.27,37.36
1215,25,45,1.88,19368.76,30.92,7.13,281,1,33.14,37.47
1220,25,45,2.34,18438.82,30.95,7.03,270,1,32.39,37.73
1225,25,45,2.02,18378.48,31.11,7.09,260,1,32.32,37.18
1230,25,45,1.71,17407.73,30.67,7.09,249,1,32.05,37.43
1235,25,45,2.16,16766.53,30.81,7.02,239,1,32.4,38.0
1240,25,45,1.99,16462.71,30.72,7.06,229,1,32.77,37.27
1245,25,45,1.85,15758.23,30.94,7.13,220,1,32.69,37.35
1250,25,45,1.72,15533.24,30.8,7.02,211,1,31.52,36.98
1255,25,45,2.12,15199.86,30.77,7.06,202,1,31.44,37.49
1260,25,45,1.97,14730.63,30.77,7.09,194,1,32.35,37.23
1265,25,45,2.05,14029.72,30.71,7.08,185,1,31.82,36.87
1270,25,45,2.11,13542.74,30.76,7.07,177,1,31.99,36.31
1275,25,45,2.25,13646.46,30.71,7.02,170,1,31.33,36.92
1280,25,45,1.85,12968.11,30.67,7.08,162,1,32.04,36.33
1285,25,45,2.26,12972.13,30.64,7.07,155,1,32.09,36.55
1290,25,45,1.94,12448.09,30.88,7.05,148,1,31.6,36.59
1295,25,45,1.93,12128.84,30.57,7.12,142,1,31.42,36.4
1300,25,45,2.01,11940.63,30.52,7.08,135,1,31.21,37.01
1305,25,45,1.89,11287.47,30.58,7.05,129,1,31.08,37.04
1310,25,45,2.22,11006.97,30.55,7.08,123,1,30.56,36.23
1315,25,45,2.13,10618.41,30.38,6.99,117,1,30.47,36.82
1320,25,45,1.93,10823.9,30.5,7.03,112,1,30.71,36.49
1325,25,45,1.89,10298.68,30.52,7.06,106,1,31.76,36.33
1330,25,45,1.72,10122.9,30.39,7.09,101,1,30.78,36.26
1335,25,45,2.12,9865.91,30.35,7.01,97,0,0.0,0.0
1340,25,45,2.03,9535.47,30.56,7.07,92,0,0.0,0.0
1345,25,45,1.95,9655.19,30.44,6.97,87,0,0.0,0.0
1350,25,45,2.24,8869.74,30.4,7.13,83,0,0.0,0.0
1355,25,45,2.0,8888.91,30.48,7.04,79,0,0.0,0.0
1360,25,45,2.26,8910.67,30.45,7.04,75,0,0.0,0.0
1365,25,45,1.92,8744.79,30.46,7.04,71,0,0.0,0.0
1370,25,45,1.77,8339.82,30.65,7.04,68,0,0.0,0.0
1375,25,45,2.41,7900.4,30.42,7.0,64,0,0.0,0.0
1380,25,45,1.65,8040.53,30.45,7.06,61,0,0.0,0.0
1385,25,45,2.15,8046.82,30.39,7.06,58,0,0.0,0.0
1390,25,45,2.11,7870.07,30.43,7.02,55,0,0.0,0.0
1395,25,45,2.1,7699.92,30.38,7.09,52,0,0.0,0.0
1400,25,45,2.63,7557.82,30.44,7.04,49,0,0.0,0.0
1405,25,45,2.05,7225.45,30.4,7.1,46,0,0.0,0.0
1410,25,45,2.19,7317.74,30.23,7.05,44,0,0.0,0.0
1415,25,45,1.83,6934.12,30.47,6.94,41,0,0.0,0.0
1420,25,45,2.13,6894.54,30.39,7.07,39,0,0.0,0.0
1425,25,45,2.08,6918.06,30.35,7.08,37,0,0.0,0.0
1430,25,45,1.87,6936.69,30.2,7.05,35,0,0.0,0.0
1435,25,45,1.92,6558.39,30.2,7.05,33,0,0.0,0.0
0,25,45,2.11,6787.82,30.39,7.07,31,0,0.0,0.0
5,25,45,2.11,6462.08,30.21,7.06,33,0,0.0,0.0
10,25,45,1.88,6626.74,30.38,7.01,35,0,0.0,0.0
15,25,45,1.97,6669.22,30.35,7.01,37,0,0.0,0.0
20,25,45,1.94,6829.47,30.33,7.03,39,0,0.0,0.0
25,25,45,2.1,6886.2,30.34,7.0,41,0,0.0,0.0
30,25,45,1.82,6925.28,30.45,6.96,44,0,0.0,0.0
35,25,45,2.01,7189.77,30.32,7.04,46,0,0.0,0.0
40,25,45,2.18,7801.91,30.45,7.05,49,0,0.0,0.0
45,25,45,2.05,7620.2,30.34,7.06,52,0,0.0,0.0
50,25,45,1.8,8016.54,30.33,7.03,55,0,0.0,0.0
55,25,45,1.94,7814.0,30.44,7.13,58,0,0.0,0.0
